num	sa	year	doc	SDG_1	SDG_2	SDG_3	SDG_4	SDG_5	SDG_6	SDG_7	SDG_8	SDG_9	SDG_10	SDG_11	SDG_12	SDG_13	SDG_14	SDG_15	SDG_16	SDG_17	Filter							doc	StatApp	year
66		2018	Lithuania_2018	0.009902965	0.003491858	0.024766787	0.044806918	0.033071523	0.031609029	0.024784976	0.0416858	0.025647952	0.018753402	0.037083072	0.048324226	0.0427532	0.028107783	0.056444308	0.030840927	0.062748172	0.435177102							Bahrain_2018		2018
68		2017	Malaysia_2017	0.013859527	0.026686901	0.018694267	0.028642109	0.019307473	0.009649325	1.15E-04	0.028429056	0.03677253	0.011239003	0.021074025	0.029330462	0.045017945	0.053736442	0.080034257	6.93E-07	0.121717363	0.45569368							Slovenia_2017	sa	2017
16		2017	Maldives_2017	0.009655552	0.02179374	0.01820431	0.053072498	0.03507684	0.037154822	0.020073555	0.015589135	0.012433298	0.017725845	0.032523993	0.024388092	0.054505873	0.061705315	0.018327678	0.023869225	0.084141306	0.459758924							Lebanon_2018		2018
56		2018	Malta_2018	0.004137944	0.006714818	0.025400699	0.048466725	0.028452307	0.031289744	0.044108176	0.052660509	0.018779231	0.017766703	0.03709847	0.038965582	0.066520706	0.058577438	0.022700167	0.01618682	0.054448248	0.427725714							Nigeria_2017	sa	2017
5		2018	MEXICO_2018	3.31E-06	0.006129645	1.68E-06	0.047915112	0.024878365	0.025755726	0.017362559	0.042752344	0.017858915	0.010416832	0.043264794	0.025497284	0.080990488	0.026750221	0.036517066	0.037936054	0.119376762	0.436592847							MEXICO_2018	sa	2018
104		2018	Namibia_2018	0.042629132	0.053986536	0.035015046	0.075658369	0.03954484	0.034549719	2.90E-06	0.02738605	0.018223769	9.66E-07	0.025419631	0.01330993	0.023472754	0.021571847	0.031332898	0.026369089	0.066662578	0.464863945							India_2017	sa	2017
109		2017	Nepal_2017	0.022819459	0.030967879	0.056413415	0.060663556	0.038587323	0.01205376	2.44E-06	0.021098289	0.031219527	0.011772505	0.01098955	0.02136318	0.032549368	7.73E-07	0.004013214	0.015798891	0.146503843	0.483183032							Slovakia_2018	sa	2018
10		2017	Netherlands_2017	0.006603207	0.016284159	0.003808149	0.019398595	0.027758368	0.026245397	0.035565514	0.040523459	0.008723547	0.012210629	0.029603199	0.030136387	0.075245394	0.029549882	0.023407553	0.028120938	0.108440414	0.478375209							Brazil_2017	sa	2017
28		2017	Nigeria_2017	0.029512197	0.034070826	0.040820925	0.052946986	0.070059203	0.013778999	0.00501854	0.040189857	0.019698982	0.001745025	0.011668569	0.013821561	0.035803861	0.006737723	0.016302452	0.02766753	0.142722692	0.437434071							Namibia_2018		2018
114		2018	Palestine_2018	0.017738269	0.031861726	0.021164874	0.038832311	0.027343046	0.040269853	0.023386274	0.038947545	0.011174165	0.009445101	0.057359988	0.019435356	0.041691545	0.020780203	0.035927	0.046186248	0.052656874	0.465799622							Togo_2017	sa	2017
29		2018	Poland_2018	0.007820853	0.017341922	0.011153585	0.028886446	0.009225538	0.014820916	0.019828425	0.035336034	0.029857092	0.016414354	0.031799227	0.027697555	0.070418135	0.024603185	0.039908363	0.019457979	0.098150654	0.497279737							Belize_2017		2017
81		2017	Portugal_2017	0.011377767	0.010016714	0.005458366	0.038590862	0.043979095	0.020189408	0.022327538	0.051644421	0.02720826	0.022159736	0.027951709	0.033311461	0.076559007	0.030925508	0.029363687	0.026649233	0.086298079	0.435989147							Namibia_2018	sa	2018
91		2017	Qatar_2017	0.01775399	0.033010873	0.013847363	0.043650561	0.029257181	0.036200946	0.039162376	0.044631329	0.034274674	0.011130122	0.023692667	0.015261012	0.038445612	0.013827446	0.017581134	0.015996664	0.105670224	0.466605825							Belize_2017	sa	2017
22		2018	Qatar_2018	0.003750212	3.84E-04	1.94E-06	0.004462795	9.61E-07	0.042154352	0.050256997	0.022096898	0.008748355	1.84E-05	0.134940861	0.06250476	0.05982339	0.023699087	0.057852262	0.005489868	0.096797341	0.427017172							Nepal_2017		2017
41		2018	Romania_2018	0.005955583	0.002970983	0.055867862	0.042144874	0.008208325	0.032787804	0.046969307	0.029732791	0.008595798	0.007349445	0.039283657	0.047065406	0.05268454	0.016823142	0.07377521	0.019083401	0.058140676	0.452561194							Egypt_2018		2018
79		2018	Saudi_Arabia_2018	0.002764616	0.017333186	0.005578654	0.036965838	0.017094867	0.021166377	0.030267553	0.041158921	0.0236454	0.008843917	0.06626574	0.038620811	0.04884351	0.022215492	0.035123329	0.022382959	0.102457926	0.459270904							Indonesia_2017		2017
25		2018	Singapore_2018	0.001816883	0.014423621	0.012748734	0.041041282	0.017760791	0.039887037	0.040788065	0.017827888	0.047555052	0.007335488	0.065555752	0.06466139	0.077270023	0.046714086	0.046947688	0.017140079	0.044424787	0.396101352							Malaysia_2017	sa	2017
15		2018	Slovakia_2018	0.023921737	0.004359241	0.013906359	0.056291261	0.010480916	9.90E-04	0.029912555	0.044359042	0.006174987	0.026537429	0.056004423	0.025214449	0.062336734	1.43E-06	0.032814672	0.044772702	0.078208485	0.483713327							Qatar_2018	sa	2018
35		2017	Slovenia_2017	0.008313426	0.02158645	0.020736885	0.06918943	0.038115089	0.022162764	0.020977843	0.067746887	0.012407686	0.01631448	0.036054375	0.040115698	0.048222203	0.020058087	0.025682117	0.027270585	0.065273577	0.439772418							Palestine_2018		2018
46		2018	Sri_Lanka_2018	0.018220713	0.018570162	0.013574815	0.036840824	0.012014767	0.035931333	0.024702388	0.017762338	0.023006354	0.016778746	0.041084549	0.04193788	0.055834864	0.032562537	0.045520742	0.025249882	0.098664644	0.441742462							Ireland_2018		2018
53		2018	Sudan_2018	0.016509846	0.039878188	0.003090695	0.030359763	0.025286056	0.015027335	0.011025885	0.019883011	0.011640132	0.011127161	0.030883506	0.022116827	0.047916628	6.31E-07	0.023348039	0.07015686	0.128502583	0.493246855							Canada_2018	sa	2018
123		2017	Sweden_2017	9.00E-04	0.010608265	0.011144969	0.014383764	0.060708384	9.14E-04	0.008275778	0.041944715	0.01980919	0.014014228	0.021244005	0.045127407	0.080810562	0.022428077	0.017336572	0.029595187	0.12257956	0.478175656							Bangladesh_2017		2017
27		2018	Switzerland_2018	0.014108894	0.029536118	0.027878183	0.024441195	0.044398333	0.023328598	0.046984858	0.047741809	0.008250193	0.01446063	0.042383518	0.055041292	0.052436734	0.041625004	0.056676849	0.026004268	0.028611673	0.416091854							Cabo_Verde_2018		2018
93		2017	Tajikistan_2017	0.01032608	0.043064844	0.025985129	0.023771858	0.046793804	0.046435831	0.038256139	0.015976999	0.005390279	0.013209143	0.021268447	0.019055126	0.040012386	1.33E-06	0.023217133	0.003201023	0.103690571	0.52034388							Lao_2018	sa	2018
85		2017	Thailand_2017	0.009581864	0.016319386	0.017862643	0.036054244	0.010365415	0.035217274	0.021614785	0.025741908	0.020427162	0.022668986	0.034497785	0.038809962	0.063602479	0.04842335	0.049946458	0.020235951	0.076538221	0.452092129							Cyprus_2017	sa	2017
40		2017	Togo_2017	0.033225908	0.042945455	0.037177483	0.019582313	0.042606105	0.021857003	1.99E-05	0.021295935	0.036362096	0.002087975	0.017969424	0.014338397	0.068992467	0.054669936	0.0060074	0.019751005	0.101415153	0.459696022							Australia_2018	sa	2018
86		2018	Viet_Nam_2018	0.023652643	0.010142128	0.027161567	0.033896955	0.034444959	0.024174934	0.026710369	0.036916228	0.018232318	0.025445123	0.037619101	0.036993305	0.047722938	0.023406429	0.038728761	0.028245061	0.057360718	0.469146462							Italy_2017	sa	2017
23		2017	Zimbabwe_2017	0.020076943	0.050330549	0.034362287	0.027670915	0.091734354	0.026366058	0.017377223	0.043351068	0.020225535	4.78E-04	0.009918523	0.016333728	0.053357622	6.94E-07	0.027732958	0.01826708	0.109850091	0.432566583							Sweden_2017		2017
